-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2020 through 06/01/2025 in LST
Location: Latitude  39.6067   Longitude -105.8778 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 2931.16 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (W m-2) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,RH2M,PRECTOTCORR
2025,3,18,22,0.0,-8.46,81.14,4.42
2025,3,18,23,0.0,-8.89,80.35,2.69
2025,3,19,0,0.0,-9.29,75.89,1.77
2025,3,19,1,0.0,-9.97,73.67,1.57
2025,3,19,2,0.0,-10.61,73.43,1.44
2025,3,19,3,0.0,-11.05,72.62,1.14
2025,3,19,4,0.0,-11.38,73.9,1.34
2025,3,19,5,0.0,-11.4,76.13,1.58
2025,3,19,6,31.88,-11.06,75.38,1.79
2025,3,19,7,153.75,-9.93,66.49,1.77
2025,3,19,8,307.92,-8.45,56.1,1.79
2025,3,19,9,454.23,-7.12,48.61,1.67
2025,3,19,10,574.2,-5.79,43.65,1.55
2025,3,19,11,691.08,-4.99,41.32,1.4
2025,3,19,12,677.33,-4.36,39.7,1.33
2025,3,19,13,600.12,-4.21,39.73,1.25
2025,3,19,14,419.33,-4.37,40.82,0.9
2025,3,19,15,350.75,-4.95,42.91,0.53
2025,3,19,16,232.27,-5.97,45.62,0.37
2025,3,19,17,87.97,-7.6,52.94,0.28
2025,3,19,18,0.0,-10.35,67.49,0.07
2025,3,19,19,0.0,-12.06,75.53,0.01
2025,3,19,20,0.0,-13.02,80.68,0.0
2025,3,19,21,0.0,-13.82,84.29,0.0
2025,3,19,22,0.0,-14.13,82.87,0.0
2025,3,19,23,0.0,-14.35,79.97,0.0
2025,3,20,0,0.0,-14.3,75.03,0.0
2025,3,20,1,0.0,-14.2,69.13,0.0
2025,3,20,2,0.0,-13.98,62.63,0.0
2025,3,20,3,0.0,-13.65,55.2,0.0
2025,3,20,4,0.0,-13.37,48.39,0.0
2025,3,20,5,0.0,-13.37,43.59,0.0
2025,3,20,6,37.1,-11.68,35.86,0.0
2025,3,20,7,155.6,-6.22,27.86,0.0
2025,3,20,8,290.83,-1.54,23.41,0.0
2025,3,20,9,423.73,1.53,19.61,0.0
2025,3,20,10,576.65,2.6,20.17,0.01
2025,3,20,11,667.65,2.01,24.74,0.35
2025,3,20,12,630.12,1.22,33.68,0.8
2025,3,20,13,661.1,1.31,40.72,1.0
2025,3,20,14,553.85,1.3,43.42,2.5
2025,3,20,15,414.38,0.91,43.93,1.87
2025,3,20,16,258.77,-0.3,46.95,0.73
2025,3,20,17,92.88,-2.58,57.68,0.62
2025,3,20,18,0.0,-5.49,68.52,0.6
2025,3,20,19,0.0,-6.48,64.66,0.28
2025,3,20,20,0.0,-6.98,59.47,0.1
2025,3,20,21,0.0,-6.95,57.32,0.27
2025,3,20,22,0.0,-6.83,60.37,1.05
2025,3,20,23,0.0,-7.07,73.16,4.07
2025,3,21,0,0.0,-7.44,81.52,4.81
2025,3,21,1,0.0,-8.16,80.12,2.35
2025,3,21,2,0.0,-9.04,78.49,0.55
2025,3,21,3,0.0,-9.81,79.69,0.05
2025,3,21,4,0.0,-10.14,78.96,0.01
2025,3,21,5,0.0,-10.31,78.38,0.0
2025,3,21,6,45.62,-9.4,72.75,0.0
2025,3,21,7,227.62,-6.58,59.16,0.0
2025,3,21,8,415.0,-4.05,47.41,0.0
2025,3,21,9,591.03,-2.17,42.73,0.02
2025,3,21,10,710.33,-0.68,41.11,0.35
2025,3,21,11,784.35,0.43,40.56,1.18
2025,3,21,12,808.25,1.18,40.3,1.59
2025,3,21,13,759.6,1.8,40.34,1.55
2025,3,21,14,605.12,2.01,40.7,0.56
2025,3,21,15,431.85,1.36,43.15,0.22
2025,3,21,16,255.18,0.2,47.85,0.1
2025,3,21,17,73.97,-1.73,60.8,0.03
2025,3,21,18,0.0,-3.6,66.16,0.0
2025,3,21,19,0.0,-4.47,71.27,0.0
2025,3,21,20,0.0,-5.92,82.87,0.03
2025,3,21,21,0.0,-7.16,91.53,1.18
2025,3,21,22,0.0,-8.05,96.62,2.65
2025,3,21,23,0.0,-8.2,94.78,2.17
2025,3,22,0,0.0,-8.09,91.52,2.16
2025,3,22,1,0.0,-7.93,89.37,2.68
2025,3,22,2,0.0,-7.7,87.81,3.13
2025,3,22,3,0.0,-6.81,86.47,1.82
2025,3,22,4,0.0,-5.66,84.22,1.52
2025,3,22,5,0.0,-5.16,84.68,2.17
2025,3,22,6,36.1,-4.57,83.58,3.84
2025,3,22,7,178.27,-2.18,72.13,2.97
2025,3,22,8,333.98,0.37,58.94,1.21
2025,3,22,9,481.42,2.18,50.32,1.22
2025,3,22,10,612.3,3.05,44.48,2.21
2025,3,22,11,667.53,2.83,43.23,1.91
2025,3,22,12,715.12,2.99,42.73,1.88
2025,3,22,13,629.97,3.16,42.32,3.86
2025,3,22,14,511.1,2.81,45.19,5.33
2025,3,22,15,382.75,2.27,49.78,3.48
2025,3,22,16,221.95,1.74,55.46,3.73
2025,3,22,17,86.35,0.6,65.7,7.41
2025,3,22,18,0.0,-0.94,77.64,10.32
2025,3,22,19,0.0,-1.41,80.84,10.45
2025,3,22,20,0.0,-1.84,80.63,6.7
2025,3,22,21,0.0,-2.82,81.5,2.78
2025,3,22,22,0.0,-3.72,82.91,1.1
2025,3,22,23,0.0,-4.57,84.78,1.0
2025,3,23,0,0.0,-5.28,86.91,0.85
2025,3,23,1,0.0,-5.76,86.65,1.26
2025,3,23,2,0.0,-6.51,87.3,1.14
2025,3,23,3,0.0,-7.33,87.54,0.33
2025,3,23,4,0.0,-8.11,88.15,0.07
2025,3,23,5,0.0,-8.78,87.19,0.07
2025,3,23,6,57.0,-8.09,79.12,0.04
2025,3,23,7,257.05,-5.4,62.41,0.0
2025,3,23,8,461.55,-2.72,50.91,0.0
2025,3,23,9,640.78,-0.49,45.43,0.0
2025,3,23,10,767.38,1.23,43.18,0.0
2025,3,23,11,843.5,2.5,42.57,0.0
2025,3,23,12,857.75,3.44,43.06,0.03
2025,3,23,13,775.83,4.12,44.09,0.24
2025,3,23,14,665.35,4.27,45.57,0.25
2025,3,23,15,490.58,3.92,47.69,0.11
2025,3,23,16,293.12,3.0,51.06,0.04
2025,3,23,17,68.57,0.99,58.64,0.0
2025,3,23,18,0.0,-1.95,70.97,0.0
2025,3,23,19,0.0,-2.86,73.53,0.0
2025,3,23,20,0.0,-3.24,74.25,0.0
2025,3,23,21,0.0,-3.1,73.14,0.0
2025,3,23,22,0.0,-2.62,71.43,0.0
2025,3,23,23,0.0,-2.5,71.6,0.0
2025,3,24,0,0.0,-2.98,75.03,0.07
2025,3,24,1,0.0,-3.08,77.59,0.57
2025,3,24,2,0.0,-3.03,80.65,0.57
2025,3,24,3,0.0,-2.93,82.84,0.64
2025,3,24,4,0.0,-2.71,83.68,0.71
2025,3,24,5,0.0,-2.6,85.06,0.79
2025,3,24,6,37.88,-1.7,81.51,0.68
2025,3,24,7,135.62,0.74,71.88,0.65
2025,3,24,8,267.62,3.45,63.49,0.64
2025,3,24,9,400.75,5.33,57.85,0.64
2025,3,24,10,503.4,6.71,53.99,0.54
2025,3,24,11,597.22,7.85,50.37,0.49
2025,3,24,12,610.3,8.67,47.76,0.6
2025,3,24,13,538.58,9.08,46.56,0.86
2025,3,24,14,442.02,9.16,46.61,0.82
2025,3,24,15,318.52,8.78,48.84,0.92
2025,3,24,16,179.57,7.75,53.83,1.01
2025,3,24,17,94.65,5.51,66.29,0.82
2025,3,24,18,0.0,2.58,81.83,0.61
2025,3,24,19,0.0,1.64,85.58,0.32
2025,3,24,20,0.0,0.75,88.08,0.19
2025,3,24,21,0.0,-0.06,88.96,0.06
2025,3,24,22,0.0,-0.64,88.97,0.01
2025,3,24,23,0.0,-1.12,89.91,0.0
2025,3,25,0,0.0,-1.74,92.71,0.0
2025,3,25,1,0.0,-2.33,95.78,0.0
2025,3,25,2,0.0,-2.71,97.46,0.0
2025,3,25,3,0.0,-3.07,99.25,0.0
2025,3,25,4,0.0,-3.46,100.0,0.0
2025,3,25,5,0.0,-4.01,100.0,0.0
2025,3,25,6,58.53,-2.43,92.47,0.0
2025,3,25,7,256.65,2.14,68.17,0.0
2025,3,25,8,481.17,6.06,45.02,0.0
2025,3,25,9,670.83,8.68,32.09,0.0
2025,3,25,10,811.22,10.57,26.44,0.0
2025,3,25,11,881.03,11.99,23.56,0.0
2025,3,25,12,870.2,12.93,22.22,0.0
2025,3,25,13,742.65,13.32,21.95,0.0
2025,3,25,14,619.33,13.1,22.87,0.0
2025,3,25,15,462.9,12.3,25.08,0.0
2025,3,25,16,280.9,10.55,30.98,0.0
2025,3,25,17,115.35,6.34,50.89,0.0
2025,3,25,18,0.0,3.23,57.76,0.0
2025,3,25,19,0.0,2.54,61.64,0.0
2025,3,25,20,0.0,2.29,62.45,0.0
2025,3,25,21,0.0,2.11,62.93,0.0
2025,3,25,22,0.0,1.83,64.01,0.0
2025,3,25,23,0.0,1.53,65.54,0.0
2025,3,26,0,0.0,0.89,68.42,0.0
2025,3,26,1,0.0,-0.35,75.08,0.0
2025,3,26,2,0.0,-1.86,85.28,0.0
2025,3,26,3,0.0,-2.33,89.12,0.0
2025,3,26,4,0.0,-2.39,89.76,0.0
2025,3,26,5,0.0,-2.33,88.83,0.0
2025,3,26,6,73.72,0.15,74.43,0.0
2025,3,26,7,278.92,5.49,52.34,0.0
2025,3,26,8,473.15,9.63,32.05,0.0
2025,3,26,9,677.85,12.13,20.46,0.0
2025,3,26,10,818.85,13.72,16.52,0.0
2025,3,26,11,901.95,14.8,15.19,0.0
2025,3,26,12,841.7,15.47,14.87,0.0
2025,3,26,13,741.85,15.63,15.35,0.0
2025,3,26,14,645.55,15.36,16.53,0.0
2025,3,26,15,479.85,14.4,18.63,0.0
2025,3,26,16,295.65,12.46,24.96,0.0
2025,3,26,17,114.03,7.69,46.27,0.0
2025,3,26,18,0.0,4.91,48.54,0.0
2025,3,26,19,0.0,4.74,47.13,0.0
2025,3,26,20,0.0,3.77,50.88,0.0
2025,3,26,21,0.0,2.08,59.44,0.0
2025,3,26,22,0.0,0.62,66.88,0.0
2025,3,26,23,0.0,-0.54,73.12,0.0
2025,3,27,0,0.0,-0.87,74.31,0.0
2025,3,27,1,0.0,-1.11,73.91,0.0
2025,3,27,2,0.0,-1.3,71.92,0.0
2025,3,27,3,0.0,-1.46,69.28,0.0
2025,3,27,4,0.0,-1.54,66.13,0.0
2025,3,27,5,0.0,-1.55,62.59,0.0
2025,3,27,6,51.8,1.13,53.34,0.0
2025,3,27,7,183.05,6.27,37.25,0.0
2025,3,27,8,317.48,9.09,27.96,0.0
2025,3,27,9,453.1,10.71,23.3,0.0
2025,3,27,10,541.05,11.1,24.69,0.0
2025,3,27,11,615.75,10.55,29.75,0.0
2025,3,27,12,657.3,9.63,36.5,0.01
2025,3,27,13,583.03,9.14,41.45,0.05
2025,3,27,14,470.77,9.8,41.02,0.06
2025,3,27,15,322.05,10.41,39.43,0.02
2025,3,27,16,206.55,9.77,41.77,0.0
2025,3,27,17,81.38,6.38,57.21,0.0
2025,3,27,18,0.0,2.38,70.99,0.0
2025,3,27,19,0.0,0.99,78.25,0.0
2025,3,27,20,0.0,1.39,77.38,0.0
2025,3,27,21,0.0,1.31,79.5,0.0
2025,3,27,22,0.0,0.94,83.89,0.0
2025,3,27,23,0.0,0.76,85.47,0.0
2025,3,28,0,0.0,0.43,84.07,0.0
2025,3,28,1,0.0,0.38,78.36,0.0
2025,3,28,2,0.0,0.34,72.74,0.0
2025,3,28,3,0.0,0.35,69.2,0.0
2025,3,28,4,0.0,0.26,68.15,0.0
2025,3,28,5,0.0,0.38,67.73,0.01
2025,3,28,6,54.15,2.56,61.48,0.04
2025,3,28,7,161.82,7.2,47.04,0.14
2025,3,28,8,271.52,9.26,42.15,1.37
2025,3,28,9,390.4,10.36,39.42,3.45
2025,3,28,10,419.98,11.52,36.98,2.21
2025,3,28,11,487.2,11.74,38.14,0.65
2025,3,28,12,604.72,10.24,45.04,1.06
2025,3,28,13,479.5,9.21,50.09,3.5
2025,3,28,14,412.15,10.28,45.39,1.73
2025,3,28,15,303.8,10.91,42.28,0.1
2025,3,28,16,168.12,9.47,49.89,0.03
2025,3,28,17,66.68,7.1,61.31,0.37
2025,3,28,18,0.0,3.71,80.78,2.65
2025,3,28,19,0.0,2.39,90.15,6.72
2025,3,28,20,0.0,1.34,96.36,13.82
2025,3,28,21,0.0,1.03,97.67,20.43
2025,3,28,22,0.0,0.89,97.26,20.81
2025,3,28,23,0.0,0.66,96.56,19.74
2025,3,29,0,0.0,0.52,95.02,21.78
2025,3,29,1,0.0,-0.13,96.34,22.21
2025,3,29,2,0.0,-0.47,95.18,18.37
2025,3,29,3,0.0,-0.19,90.91,12.0
2025,3,29,4,0.0,-0.56,90.04,5.92
2025,3,29,5,0.0,-1.21,89.3,5.62
2025,3,29,6,62.3,-0.78,85.21,1.29
2025,3,29,7,188.68,1.28,71.83,0.18
2025,3,29,8,313.08,3.43,58.44,0.18
2025,3,29,9,529.2,5.26,49.1,0.58
2025,3,29,10,618.95,6.62,43.63,0.97
2025,3,29,11,540.85,7.55,39.94,2.33
2025,3,29,12,687.3,7.35,40.59,4.06
2025,3,29,13,462.8,6.38,45.14,5.08
2025,3,29,14,350.08,5.05,51.83,4.68
2025,3,29,15,189.4,4.0,57.6,5.65
2025,3,29,16,100.53,3.02,63.83,5.61
2025,3,29,17,37.33,1.6,74.46,7.61
2025,3,29,18,2.3,0.19,81.56,12.68
2025,3,29,19,0.0,-0.83,89.79,18.76
2025,3,29,20,0.0,-1.4,91.66,20.04
2025,3,29,21,0.0,-1.85,92.77,18.95
2025,3,29,22,0.0,-2.21,93.57,16.34
2025,3,29,23,0.0,-2.48,93.63,12.27
2025,3,30,0,0.0,-2.73,93.06,7.27
2025,3,30,1,0.0,-3.03,92.08,4.44
2025,3,30,2,0.0,-3.63,92.84,3.02
2025,3,30,3,0.0,-4.41,93.6,2.26
2025,3,30,4,0.0,-5.42,96.23,0.63
2025,3,30,5,0.0,-6.24,97.02,2.03
2025,3,30,6,55.25,-4.67,85.38,0.25
2025,3,30,7,180.6,-1.3,67.81,0.03
2025,3,30,8,314.75,0.83,52.28,0.01
2025,3,30,9,352.08,2.84,40.74,0.01
2025,3,30,10,459.48,4.32,33.83,0.0
2025,3,30,11,668.12,4.74,31.38,0.01
2025,3,30,12,752.62,4.73,32.07,0.1
2025,3,30,13,651.22,4.85,33.77,0.14
2025,3,30,14,506.2,3.91,38.88,1.23
2025,3,30,15,366.4,2.24,46.48,2.39
2025,3,30,16,224.2,0.63,55.59,1.97
2025,3,30,17,70.43,-0.84,64.63,2.33
2025,3,30,18,2.9,-2.3,72.59,3.34
2025,3,30,19,0.0,-3.58,80.42,3.73
2025,3,30,20,0.0,-4.68,87.49,1.36
2025,3,30,21,0.0,-5.17,88.07,0.09
2025,3,30,22,0.0,-5.58,86.73,0.02
2025,3,30,23,0.0,-5.99,85.52,0.01
2025,3,31,0,0.0,-6.32,84.5,0.01
2025,3,31,1,0.0,-6.5,83.24,0.0
2025,3,31,2,0.0,-6.57,82.45,0.02
2025,3,31,3,0.0,-6.63,82.23,0.03
2025,3,31,4,0.0,-6.61,82.45,0.01
2025,3,31,5,0.0,-6.48,82.18,0.0
2025,3,31,6,72.12,-4.5,74.75,0.0
2025,3,31,7,225.7,0.0,52.01,0.0
2025,3,31,8,374.0,2.81,39.92,0.0
2025,3,31,9,522.1,4.57,35.37,0.0
2025,3,31,10,535.92,5.67,32.98,0.06
2025,3,31,11,659.4,6.71,31.11,0.16
2025,3,31,12,445.95,7.25,30.16,0.14
2025,3,31,13,329.27,7.15,31.11,0.08
2025,3,31,14,316.8,6.6,34.36,0.1
2025,3,31,15,220.77,5.39,39.11,0.13
2025,3,31,16,120.55,4.12,43.29,0.1
2025,3,31,17,72.93,2.55,49.14,0.04
2025,3,31,18,4.35,-0.09,61.72,0.06
2025,3,31,19,0.0,-1.49,69.09,0.13
2025,3,31,20,0.0,-2.28,73.54,0.28
2025,3,31,21,0.0,-2.63,75.87,0.26
2025,3,31,22,0.0,-3.17,78.56,0.04
2025,3,31,23,0.0,-3.56,79.36,0.06
2025,4,1,0,0.0,-3.71,78.53,0.32
2025,4,1,1,0.0,-3.86,78.67,0.93
2025,4,1,2,0.0,-3.52,78.79,2.65
2025,4,1,3,0.0,-2.77,78.73,5.29
2025,4,1,4,0.0,-2.33,75.63,4.08
2025,4,1,5,0.0,-2.67,76.65,4.0
2025,4,1,6,56.17,-1.85,69.85,3.69
2025,4,1,7,175.93,-0.44,54.51,2.94
2025,4,1,8,252.88,0.15,45.09,2.69
2025,4,1,9,353.98,0.64,40.89,3.01
2025,4,1,10,448.42,1.44,37.42,3.59
2025,4,1,11,498.3,1.97,36.17,4.09
2025,4,1,12,513.55,1.83,37.48,4.27
2025,4,1,13,501.42,1.12,41.45,5.42
2025,4,1,14,387.05,0.18,45.99,8.04
2025,4,1,15,255.7,-0.53,50.8,6.9
2025,4,1,16,157.32,-1.51,56.38,4.58
2025,4,1,17,84.15,-3.02,64.02,4.97
2025,4,1,18,3.83,-5.04,74.08,6.95
2025,4,1,19,0.0,-6.59,80.85,7.62
2025,4,1,20,0.0,-7.6,84.08,6.57
2025,4,1,21,0.0,-8.42,85.08,4.79
2025,4,1,22,0.0,-8.69,82.88,3.22
2025,4,1,23,0.0,-8.84,82.02,2.61
2025,4,2,0,0.0,-8.85,81.71,2.98
2025,4,2,1,0.0,-8.88,81.56,2.45
2025,4,2,2,0.0,-9.44,81.22,1.72
2025,4,2,3,0.0,-10.11,79.25,0.93
2025,4,2,4,0.0,-10.62,77.96,0.57
2025,4,2,5,0.0,-10.9,75.29,0.08
2025,4,2,6,81.8,-10.43,70.44,0.06
2025,4,2,7,267.08,-8.97,62.32,0.03
2025,4,2,8,467.5,-6.92,52.45,0.02
2025,4,2,9,633.85,-5.03,43.75,0.02
2025,4,2,10,764.17,-3.82,38.21,0.04
2025,4,2,11,831.33,-3.09,36.17,0.06
2025,4,2,12,832.92,-2.8,36.24,0.06
2025,4,2,13,782.17,-2.71,37.6,0.08
2025,4,2,14,633.58,-2.75,39.38,0.06
2025,4,2,15,456.05,-2.99,40.21,0.03
2025,4,2,16,286.27,-3.53,41.14,0.01
2025,4,2,17,65.2,-4.79,43.9,0.0
2025,4,2,18,5.53,-7.49,58.94,0.01
2025,4,2,19,0.0,-7.7,57.25,0.0
2025,4,2,20,0.0,-7.55,53.03,0.0
2025,4,2,21,0.0,-7.7,55.53,0.01
2025,4,2,22,0.0,-8.45,66.52,0.12
2025,4,2,23,0.0,-8.84,71.62,0.71
2025,4,3,0,0.0,-8.99,78.58,1.49
2025,4,3,1,0.0,-9.13,81.98,1.47
2025,4,3,2,0.0,-8.91,81.18,1.12
2025,4,3,3,0.0,-8.66,79.8,0.66
2025,4,3,4,0.0,-8.54,79.34,0.38
2025,4,3,5,0.0,-8.59,78.93,0.74
2025,4,3,6,50.92,-8.03,74.78,1.01
2025,4,3,7,123.55,-6.43,63.78,2.23
2025,4,3,8,220.82,-5.26,56.51,4.82
2025,4,3,9,308.05,-4.09,54.25,8.46
2025,4,3,10,397.12,-3.01,54.97,11.31
2025,4,3,11,377.3,-2.2,56.45,11.6
2025,4,3,12,406.45,-1.87,56.41,10.67
2025,4,3,13,367.9,-1.91,57.69,9.92
2025,4,3,14,298.67,-2.08,60.7,9.37
2025,4,3,15,220.48,-2.41,63.99,8.93
2025,4,3,16,157.8,-2.94,67.39,6.86
2025,4,3,17,57.92,-3.87,71.66,3.45
2025,4,3,18,5.03,-5.82,84.11,1.17
2025,4,3,19,0.0,-7.16,90.48,0.41
2025,4,3,20,0.0,-8.33,98.8,0.56
2025,4,3,21,0.0,-9.85,100.0,0.5
2025,4,3,22,0.0,-10.86,100.0,0.27
2025,4,3,23,0.0,-11.53,100.0,0.13
2025,4,4,0,0.0,-11.86,100.0,0.11
2025,4,4,1,0.0,-12.12,99.53,0.11
2025,4,4,2,0.0,-12.01,95.98,0.07
2025,4,4,3,0.0,-11.77,91.93,0.02
2025,4,4,4,0.0,-11.2,84.97,0.03
2025,4,4,5,0.0,-10.0,76.39,0.02
2025,4,4,6,58.75,-8.09,69.05,0.01
2025,4,4,7,106.55,-5.76,72.23,0.42
2025,4,4,8,186.95,-4.59,71.7,1.84
2025,4,4,9,282.62,-3.82,67.7,3.21
2025,4,4,10,335.5,-3.26,65.56,4.33
2025,4,4,11,375.52,-3.29,65.96,5.0
2025,4,4,12,250.23,-3.53,67.57,5.01
2025,4,4,13,287.3,-3.79,69.08,4.52
2025,4,4,14,266.88,-4.23,70.92,3.81
2025,4,4,15,240.32,-5.09,74.92,3.36
2025,4,4,16,142.6,-6.15,79.93,2.41
2025,4,4,17,69.15,-7.43,86.91,1.72
2025,4,4,18,5.68,-8.93,94.38,1.91
2025,4,4,19,0.0,-10.2,97.16,2.19
2025,4,4,20,0.0,-10.96,96.83,2.04
2025,4,4,21,0.0,-11.48,96.42,1.9
2025,4,4,22,0.0,-12.36,97.26,1.81
2025,4,4,23,0.0,-12.95,98.03,1.29
2025,4,5,0,0.0,-13.01,95.68,0.6
2025,4,5,1,0.0,-13.05,93.68,0.35
2025,4,5,2,0.0,-13.36,93.93,0.3
2025,4,5,3,0.0,-13.75,94.85,0.39
2025,4,5,4,0.0,-13.91,94.37,0.35
2025,4,5,5,0.0,-13.88,93.5,0.03
2025,4,5,6,60.9,-13.11,87.78,0.02
2025,4,5,7,151.57,-10.45,78.33,0.01
2025,4,5,8,262.5,-7.7,69.8,0.01
2025,4,5,9,419.8,-5.83,63.69,0.02
2025,4,5,10,520.83,-4.21,58.67,0.04
2025,4,5,11,561.38,-2.88,54.56,0.09
2025,4,5,12,623.42,-1.75,51.35,0.1
2025,4,5,13,633.05,-0.93,49.16,0.12
2025,4,5,14,514.17,-0.7,48.81,0.1
2025,4,5,15,448.8,-1.0,50.45,0.06
2025,4,5,16,289.25,-1.68,53.83,0.03
2025,4,5,17,130.6,-3.26,59.99,0.01
2025,4,5,18,8.12,-6.6,69.66,0.0
2025,4,5,19,0.0,-8.18,71.69,0.0
2025,4,5,20,0.0,-9.91,81.77,0.0
2025,4,5,21,0.0,-11.42,92.56,0.0
2025,4,5,22,0.0,-12.33,99.35,0.0
2025,4,5,23,0.0,-12.93,100.0,0.0
2025,4,6,0,0.0,-13.23,100.0,0.0
2025,4,6,1,0.0,-13.37,100.0,0.0
2025,4,6,2,0.0,-13.31,96.52,0.0
2025,4,6,3,0.0,-13.61,96.72,0.0
2025,4,6,4,0.0,-13.91,97.49,0.0
2025,4,6,5,0.0,-13.6,94.13,0.0
2025,4,6,6,129.6,-10.28,76.58,0.0
2025,4,6,7,298.17,-5.12,58.63,0.0
2025,4,6,8,508.62,-1.47,45.42,0.0
2025,4,6,9,762.42,0.46,42.52,0.0
2025,4,6,10,844.55,1.69,42.07,0.0
2025,4,6,11,839.65,2.61,42.19,0.0
2025,4,6,12,807.0,3.23,42.45,0.0
2025,4,6,13,795.7,3.63,42.86,0.0
2025,4,6,14,646.28,3.5,44.55,0.0
2025,4,6,15,492.42,3.05,46.73,0.0
2025,4,6,16,303.2,2.31,49.42,0.0
2025,4,6,17,118.57,0.8,56.16,0.0
2025,4,6,18,7.97,-3.18,71.74,0.0
2025,4,6,19,0.0,-5.25,77.15,0.0
2025,4,6,20,0.0,-6.48,80.28,0.0
2025,4,6,21,0.0,-7.69,82.69,0.0
2025,4,6,22,0.0,-8.54,84.0,0.0
2025,4,6,23,0.0,-9.07,84.33,0.0
2025,4,7,0,0.0,-9.43,84.1,0.0
2025,4,7,1,0.0,-9.66,83.65,0.0
2025,4,7,2,0.0,-9.88,83.52,0.0
2025,4,7,3,0.0,-10.18,83.52,0.0
2025,4,7,4,0.0,-10.42,83.5,0.0
2025,4,7,5,4.57,-10.15,82.43,0.0
2025,4,7,6,132.68,-6.19,65.88,0.0
2025,4,7,7,359.2,-1.14,52.88,0.0
2025,4,7,8,575.38,2.41,45.52,0.0
2025,4,7,9,710.97,4.29,42.35,0.0
2025,4,7,10,797.62,5.82,39.54,0.0
2025,4,7,11,853.88,7.15,36.06,0.0
2025,4,7,12,889.72,8.26,32.16,0.0
2025,4,7,13,886.92,9.04,29.5,0.0
2025,4,7,14,761.08,9.31,28.36,0.0
2025,4,7,15,554.72,8.94,29.27,0.0
2025,4,7,16,335.05,7.87,32.34,0.0
2025,4,7,17,119.07,5.4,45.62,0.0
2025,4,7,18,8.4,0.74,61.18,0.0
2025,4,7,19,0.0,-0.19,61.98,0.0
2025,4,7,20,0.0,-1.42,67.99,0.0
2025,4,7,21,0.0,-2.5,71.85,0.0
2025,4,7,22,0.0,-3.08,71.54,0.0
2025,4,7,23,0.0,-3.71,69.82,0.0
2025,4,8,0,0.0,-3.51,64.63,0.0
2025,4,8,1,0.0,-3.35,61.03,0.0
2025,4,8,2,0.0,-3.29,59.48,0.0
2025,4,8,3,0.0,-3.59,60.75,0.0
2025,4,8,4,0.0,-4.23,64.13,0.0
2025,4,8,5,4.35,-4.66,66.24,0.0
2025,4,8,6,99.1,-1.44,56.42,0.0
2025,4,8,7,281.6,3.72,41.24,0.0
2025,4,8,8,380.02,7.24,31.62,0.0
2025,4,8,9,539.28,9.23,26.35,0.0
2025,4,8,10,672.12,10.45,24.81,0.0
2025,4,8,11,752.4,11.36,24.62,0.0
2025,4,8,12,762.4,11.67,25.78,0.0
2025,4,8,13,628.58,11.26,28.54,0.0
2025,4,8,14,550.2,10.67,32.08,0.0
2025,4,8,15,428.05,9.89,36.52,0.0
2025,4,8,16,267.1,8.53,43.02,0.0
2025,4,8,17,125.22,6.52,52.93,0.0
2025,4,8,18,8.48,3.07,72.34,0.0
2025,4,8,19,0.0,1.4,82.39,0.0
2025,4,8,20,0.0,1.14,84.14,0.0
2025,4,8,21,0.0,0.99,85.58,0.0
2025,4,8,22,0.0,1.35,84.25,0.0
2025,4,8,23,0.0,1.39,83.02,0.0
2025,4,9,0,0.0,0.34,87.6,0.0
2025,4,9,1,0.0,-0.24,85.89,0.0
2025,4,9,2,0.0,-1.14,86.76,0.0
2025,4,9,3,0.0,-1.78,87.17,0.0
2025,4,9,4,0.0,-2.19,85.74,0.0
2025,4,9,5,5.43,-2.43,82.66,0.0
2025,4,9,6,130.38,0.12,66.41,0.0
2025,4,9,7,348.55,3.79,42.79,0.0
2025,4,9,8,561.9,5.92,32.08,0.0
2025,4,9,9,734.42,7.38,28.69,0.0
2025,4,9,10,857.33,8.77,25.9,0.0
2025,4,9,11,929.65,9.8,24.45,0.0
2025,4,9,12,938.3,10.42,23.64,0.0
2025,4,9,13,855.75,10.61,23.8,0.0
2025,4,9,14,733.1,10.47,23.93,0.0
2025,4,9,15,558.88,9.86,25.03,0.0
2025,4,9,16,358.98,8.72,27.45,0.0
2025,4,9,17,152.7,6.79,32.26,0.0
2025,4,9,18,10.52,2.63,46.94,0.0
2025,4,9,19,0.0,0.59,54.2,0.0
2025,4,9,20,0.0,0.16,54.1,0.0
2025,4,9,21,0.0,-0.42,55.12,0.0
2025,4,9,22,0.0,-1.22,58.92,0.0
2025,4,9,23,0.0,-1.47,60.59,0.0
2025,4,10,0,0.0,-1.13,58.29,0.0
2025,4,10,1,0.0,-0.96,57.49,0.0
